match_id,demo_file,map_name,date,total_rounds,team1_name,team2_name,team1_score,team2_score,winner,match_duration_seconds
fff3ae15c0597c9a,g2-vs-faze-m1-ancient-p1,de_ancient,2025-10-25T11:37:21.104166,8,"HeavyGoD, Snax, huNter-, m0NESY, malbsMd","EliGE, broky, frozen, karrigan, rain",4,4,"EliGE, broky, frozen, karrigan, rain",498.14844
8d1892913a8104b3,g2-vs-faze-m2-inferno-p1,de_inferno,2025-10-25T11:37:42.468549,11,"EliGE, broky, frozen, karrigan, rain","HeavyGoD, Snax, huNter-, m0NESY, malbsMd",7,4,"EliGE, broky, frozen, karrigan, rain",701.75
24dd408374decf32,gamerlegion-vs-spirit-m1-anubis-p1,de_anubis,2025-10-25T11:37:57.858684,7,"chopper, donk, magixx, sh1ro, zont1x","PR, REZ, Tauson, sl3nd, ztr",3,4,"PR, REZ, Tauson, sl3nd, ztr",446.3203
d6d5eb27fae09824,liquid-vs-spirit-m1-nuke-p1,de_nuke,2025-10-25T11:38:14.288461,8,"SH1R0, chopper, donk, magixx, zont1x","NAF, NertZ, Twistzz, jks, ultimate",2,6,"NAF, NertZ, Twistzz, jks, ultimate",525.28125
8a5a3616738dd5b9,natus-vincere-vs-spirit-m2-dust2-p2,de_dust2,2025-10-25T11:38:24.042680,1,"Aleksib, b1t, iM, jL, w0nderful","SH1R0, chopper, donk, magixx, zont1x",1,0,"Aleksib, b1t, iM, jL, w0nderful",82.25
d7a0cc77a94764c9,falcons-vs-furia-m1-train,de_train,2025-10-25T11:39:02.079024,20,"NiKo, TeSeS, kyousuke, kyxsan, m0NESY","FalleN, KSCERATO, YEKINDAR, bodyy, molodoy, yuurih",13,7,"NiKo, TeSeS, kyousuke, kyxsan, m0NESY",1338.6719
0f2b60b9cdcbfb43,spirit-vs-heroic-m1-anubis,de_anubis,2025-10-25T11:39:53.699817,24,"chopper, donk, magixx, sh1ro, zont1x","LNZ, SunPayus, maden, xfl0ud, yxngstxr",13,11,"chopper, donk, magixx, sh1ro, zont1x",1790.4453
fc536f2ade6f56bc,liquid-vs-the-mongolz-m2-ancient,de_ancient,2025-10-25T11:40:35.807399,21,"NAF-FLY, NertZ, Twistzz, jks, ultimate","910, Senzu, Techno4K, bLitz, mzinho",8,13,"910, Senzu, Techno4K, bLitz, mzinho",1339.1328
4ea350cfc8cbe3ea,astralis-vs-spirit-m4-train,de_train,2025-10-25T11:41:33.797374,29,"chopper, donk, magixx, sh1ro, zont1x","HooXi, Staehr, device, jabbi, stavn",16,13,"chopper, donk, magixx, sh1ro, zont1x",1986.6172
75b37cd079f39a6a,natus-vincere-vs-astralis-m1-nuke,de_nuke,2025-10-25T11:42:37.582306,30,Team1,Team2,19,11,Team1,1908.6094
253a76bf0ef4a0d0,virtus-pro-vs-m80-m1-ancient,de_ancient,2025-10-25T11:43:25.145550,24,Team1,Team2,11,13,Team2,1724.1016
8fcb43b06560cecc,3dmax-vs-astralis-m1-dust2,de_dust2,2025-10-25T11:44:01.956226,21,Team1,Team2,10,11,Team2,1282.5391
1932ffbf05d5958b,mouz-vs-virtuspro-mirage,de_mirage,2025-10-25T11:44:50.745290,24,"Brollan, Jimpphat, Spinx, torzsi, xertioN","FL1T, FL4MUS, ICY, electroNic, fame",11,13,"FL1T, FL4MUS, ICY, electroNic, fame",1804.9531
07d4291408637c43,vitality-vs-falcons-m1-inferno-p1,de_inferno,2025-10-25T11:45:05.552967,5,"ZywOo, apEX, flameZ, mezii, ropz","NiKo, TeSeS, kyousuke, kyxsan, m0NESY",2,3,"NiKo, TeSeS, kyousuke, kyxsan, m0NESY",265.1797
097eacb9a194df4e,vitality-vs-falcons-m1-inferno-p3,de_inferno,2025-10-25T11:45:12.211050,1,"NiKo, TeSeS, kyousuke, kyxsan, m0NESY","ZywOo, apEX, flameZ, mezii, ropz",0,1,"ZywOo, apEX, flameZ, mezii, ropz",87.64844
66fb49e845627778,astralis-vs-pain-m2-inferno,de_inferno,2025-10-25T11:46:26.483264,30,"biguzera, dav1deu$, dgt, nqz, snow","HooXi, Magisk, Staehr, dev1ce, jabbi",16,14,"biguzera, dav1deu$, dgt, nqz, snow",2586.4453
14b631a4d11f63a2,g2-vs-the-mongolz-m2-dust2,de_dust2,2025-10-25T11:47:11.739585,20,"910, Mzinho, Senzu, Techno4K, bLitz","HeavyGod, MATYS, SunPayus, huNter, malbsMd",7,13,"HeavyGod, MATYS, SunPayus, huNter, malbsMd",1194.7812
5b05dc0774170814,g2-vs-the-mongolz-m1-mirage,de_mirage,2025-10-25T11:47:58.599844,24,"HeavyGod, MATYS, SunPayus, huNter, malbsMd","910, Mzinho, Senzu, Techno4K, bLitz",11,13,"910, Mzinho, Senzu, Techno4K, bLitz",1570.3125
ecbc5d4b5a136672,gamerlegion-vs-liquid-m2-inferno,de_inferno,2025-10-25T11:48:47.510953,19,"NAF-FLY, NertZ, Twistzz, siuhy, ultimate","Kursy, PR, REZ, Tauson, ztr",6,13,"Kursy, PR, REZ, Tauson, ztr",1597.6328
642fef2b860aa900,gamerlegion-vs-liquid-m1-dust2,de_dust2,2025-10-25T11:49:12.052374,14,"Kursy, PR, REZ, Tauson, ztr","NAF-FLY, NertZ, Twistzz, siuhy, ultimate",13,1,"Kursy, PR, REZ, Tauson, ztr",742.0469
f68f9713f8116a88,gamerlegion-vs-tyloo-m2-ancient,de_ancient,2025-10-25T11:49:50.152956,17,"Attacker, JamYoung, Jee, Mercury, Moseyuh","Kursy, PR, REZ, Tauson, ztr",13,4,"Attacker, JamYoung, Jee, Mercury, Moseyuh",1392.8516
798387611cde1282,gamerlegion-vs-tyloo-m1-inferno,de_inferno,2025-10-25T11:50:24.913280,16,"Kursy, PR, REZ, Tauson, ztr","Attacker, JamYoung, Jee, Mercury, Moseyuh",3,13,"Attacker, JamYoung, Jee, Mercury, Moseyuh",1066.5547
321534e87775aa53,heroic-vs-legacy-m3-dust2,de_dust2,2025-10-25T11:50:59.122448,18,"Alkaren, LNZ, nilo, xfl0ud, yxngstxr","dumau, latto, lux, n1ssim, saadzin",5,13,"dumau, latto, lux, n1ssim, saadzin",1143.5703
f93957b8eb9529f4,heroic-vs-legacy-m2-mirage,de_mirage,2025-10-25T11:51:47.159180,29,"dumau, latto, lux, n1ssim, saadzin","Alkaren, LNZ, nilo, xfl0ud, yxngstxr",16,13,"dumau, latto, lux, n1ssim, saadzin",1567.3203
0f9611351060dbeb,heroic-vs-legacy-m1-nuke,de_nuke,2025-10-25T11:52:28.012215,22,"Alkaren, LNZ, nilo, xfl0ud, yxngstxr","dumau, latto, lux, n1ssim, saadzin",13,9,"Alkaren, LNZ, nilo, xfl0ud, yxngstxr",1276.0625
c53156edd4448c0c,heroic-vs-pain-m3-nuke,de_nuke,2025-10-25T11:53:53.477913,42,"Alkaren, LNZ, nilo, xfl0ud, yxngstxr","biguzera, dav1deu$, dgt, nqz, snow",20,22,"biguzera, dav1deu$, dgt, nqz, snow",2763.4844
606099beff21b88b,heroic-vs-pain-m2-mirage,de_mirage,2025-10-25T11:54:47.064028,23,"biguzera, dav1deu$, dgt, nqz, snow","Alkaren, LNZ, nilo, xfl0ud, yxngstxr",13,10,"biguzera, dav1deu$, dgt, nqz, snow",1404.9375
70bc68a4dd3366e5,heroic-vs-pain-m1-dust2,de_dust2,2025-10-25T11:55:35.033313,24,"biguzera, dav1deu$, dgt, nqz, snow","Alkaren, LNZ, nilo, xfl0ud, yxngstxr",11,13,"Alkaren, LNZ, nilo, xfl0ud, yxngstxr",1602.4609
9aae296a2746b8cd,legacy-vs-g2-m2-ancient,de_ancient,2025-10-25T11:56:12.794584,20,"dumau, latto, lux, n1ssim, saadzin","HeavyGod, MATYS, SunPayus, huNter, malbsMd",7,13,"HeavyGod, MATYS, SunPayus, huNter, malbsMd",1080.4609
962e82bad31716cd,legacy-vs-g2-m1-train,de_train,2025-10-25T11:56:41.753696,15,"HeavyGod, MATYS, SunPayus, huNter, malbsMd","dumau, latto, lux, n1ssim, saadzin",13,2,"HeavyGod, MATYS, SunPayus, huNter, malbsMd",976.2422
bc3b86768e588c35,liquid-vs-heroic-m3-mirage,de_mirage,2025-10-25T11:57:31.953550,23,"NAF-FLY, NertZ, Twistzz, siuhy, ultimate","Alkaren, LNZ, nilo, xfl0ud, yxngstxr",13,10,"NAF-FLY, NertZ, Twistzz, siuhy, ultimate",1957.4531
755d6afe903693a6,liquid-vs-heroic-m2-dust2,de_dust2,2025-10-25T11:58:20.722287,21,"NAF-FLY, NertZ, Twistzz, siuhy, ultimate","Alkaren, LNZ, nilo, xfl0ud, yxngstxr",8,13,"Alkaren, LNZ, nilo, xfl0ud, yxngstxr",1472.3906
c9ee103dc3e7c9d2,liquid-vs-heroic-m1-ancient,de_ancient,2025-10-25T11:58:57.769019,21,"NAF-FLY, NertZ, Twistzz, siuhy, ultimate","Alkaren, LNZ, nilo, xfl0ud, yxngstxr",13,8,"NAF-FLY, NertZ, Twistzz, siuhy, ultimate",1183.9297
0746a84188051bde,pain-vs-virtus-pro-m3-inferno,de_inferno,2025-10-25T11:59:48.361863,22,"FL1T, ICY, Perfecto, fame, tO0RO","biguzera, dav1deu$, dgt, nqz, snow",9,13,"biguzera, dav1deu$, dgt, nqz, snow",1557.7109
a99403a9cc8aa799,pain-vs-virtus-pro-m2-mirage,de_mirage,2025-10-25T12:00:32.896077,24,"FL1T, ICY, Perfecto, fame, tO0RO","biguzera, dav1deu$, dgt, nqz, snow",13,11,"FL1T, ICY, Perfecto, fame, tO0RO",1446.6797
5d1f491d3b29328d,pain-vs-virtus-pro-m1-dust2,de_dust2,2025-10-25T12:01:13.502527,18,"biguzera, dav1deu$, dgt, nqz, snow","FL1T, ICY, Perfecto, fame, tO0RO",13,5,"biguzera, dav1deu$, dgt, nqz, snow",1313.2422
19e32a20f5810519,the-mongolz-vs-3dmax-m3-nuke,de_nuke,2025-10-25T12:01:48.455335,22,"Ex3rcice, Graviti, Lucky, Maka, bodyy","910, Mzinho, Senzu, Techno4K, bLitz",13,9,"Ex3rcice, Graviti, Lucky, Maka, bodyy",1184.1406
a0b9cffd90267462,the-mongolz-vs-3dmax-m2-ancient,de_ancient,2025-10-25T12:02:18.812196,18,"Ex3rcice, Graviti, Lucky, Maka, bodyy","910, Mzinho, Senzu, Techno4K, bLitz",5,13,"910, Mzinho, Senzu, Techno4K, bLitz",958.3047
86c50de09a043bcf,the-mongolz-vs-3dmax-m1-inferno,de_inferno,2025-10-25T12:03:05.584094,23,"910, Mzinho, Senzu, Techno4K, bLitz","Ex3rcice, Graviti, Lucky, Maka, bodyy",10,13,"Ex3rcice, Graviti, Lucky, Maka, bodyy",1486.3906
4bbe71dd3bbe07f1,the-mongolz-vs-furia-m5-dust2,de_dust2,2025-10-25T12:03:36.945743,18,"910, Mzinho, Senzu, Techno4K, bLitz","FalleN, KSCERATO, YEKINDAR, molodoy, yuurih",5,13,"FalleN, KSCERATO, YEKINDAR, molodoy, yuurih",1001.8203
de1d619689c8d639,the-mongolz-vs-furia-m4-overpass,de_overpass,2025-10-25T12:04:24.858519,22,"910, Mzinho, Senzu, Techno4K, bLitz","FalleN, KSCERATO, YEKINDAR, molodoy, yuurih",13,9,"910, Mzinho, Senzu, Techno4K, bLitz",1564.6953
5f85371f81ce12c1,the-mongolz-vs-furia-m3-nuke,de_nuke,2025-10-25T12:05:22.741560,28,"FalleN, KSCERATO, YEKINDAR, molodoy, yuurih","910, Mzinho, Senzu, Techno4K, bLitz",16,12,"FalleN, KSCERATO, YEKINDAR, molodoy, yuurih",1862.0859
f44376e148d72f04,the-mongolz-vs-furia-m2-inferno,de_inferno,2025-10-25T12:06:18.976364,24,"910, Mzinho, Senzu, Techno4K, bLitz","FalleN, KSCERATO, YEKINDAR, molodoy, yuurih",13,11,"910, Mzinho, Senzu, Techno4K, bLitz",1597.7891
83b926e3194e3cc9,the-mongolz-vs-furia-m1-mirage,de_mirage,2025-10-25T12:07:25.937310,29,"FalleN, KSCERATO, YEKINDAR, molodoy, yuurih","910, Mzinho, Senzu, Techno4K, bLitz",16,13,"FalleN, KSCERATO, YEKINDAR, molodoy, yuurih",2158.086
a686bfade22b4a8b,the-mongolz-vs-liquid-m3-ancient,de_ancient,2025-10-25T12:08:01.876285,18,"910, Mzinho, Senzu, Techno4K, bLitz","NAF-FLY, NertZ, Twistzz, siuhy, ultimate",13,5,"910, Mzinho, Senzu, Techno4K, bLitz",1126.1406
3208ccd31c9c781c,the-mongolz-vs-liquid-m2-mirage,de_mirage,2025-10-25T12:08:32.278089,18,"NAF-FLY, NertZ, Twistzz, siuhy, ultimate","910, Mzinho, Senzu, Techno4K, bLitz",13,5,"NAF-FLY, NertZ, Twistzz, siuhy, ultimate",993.6953
2a4a0f0ec9902916,the-mongolz-vs-liquid-m1-dust2,de_dust2,2025-10-25T12:08:58.322709,16,"910, Mzinho, Senzu, Techno4K, bLitz","NAF-FLY, NertZ, Twistzz, siuhy, ultimate",13,3,"910, Mzinho, Senzu, Techno4K, bLitz",791.96094
9e6c7f8a56b27b9d,the-mongolz-vs-lynn-vision-m2-ancient,de_ancient,2025-10-25T12:09:36.681917,19,"C4LLM3SU3, EmiliaQAQ, Starry, westmelon, z4KR","910, Mzinho, Senzu, Techno4K, bLitz",6,13,"910, Mzinho, Senzu, Techno4K, bLitz",1142.7812
738922afda940677,the-mongolz-vs-lynn-vision-m1-dust2,de_dust2,2025-10-25T12:10:28.234834,24,"910, Mzinho, Senzu, Techno4K, bLitz","C4LLM3SU3, EmiliaQAQ, Starry, westmelon, z4KR",13,11,"910, Mzinho, Senzu, Techno4K, bLitz",1608.5078
1bd86f820463e24a,tyloo-vs-liquid-m3-mirage,de_mirage,2025-10-25T12:11:09.950317,21,"Attacker, JamYoung, Jee, Mercury, Moseyuh","NAF-FLY, NertZ, Twistzz, siuhy, ultimate",8,13,"NAF-FLY, NertZ, Twistzz, siuhy, ultimate",1295.1016
45cd84da6ed2713f,tyloo-vs-liquid-m2-inferno,de_inferno,2025-10-25T12:12:12.314261,22,"NAF-FLY, NertZ, Twistzz, siuhy, ultimate","Attacker, JamYoung, Jee, Mercury, Moseyuh",9,13,"Attacker, JamYoung, Jee, Mercury, Moseyuh",1370.1875
0d1271a5f832a963,tyloo-vs-liquid-m1-ancient,de_ancient,2025-10-25T12:12:49.589655,23,"Attacker, JamYoung, Jee, Mercury, Moseyuh","NAF-FLY, NertZ, Twistzz, siuhy, ultimate",10,13,"NAF-FLY, NertZ, Twistzz, siuhy, ultimate",1214.8047
55c05c9e5b2d2a92,tyloo-vs-the-mongolz-m3-ancient,de_ancient,2025-10-25T12:13:29.253535,20,"910, Mzinho, Senzu, Techno4K, bLitz","Attacker, JamYoung, Jee, Mercury, Moseyuh",13,7,"910, Mzinho, Senzu, Techno4K, bLitz",1241.8125
a85c71b63c114c1e,tyloo-vs-the-mongolz-m2-overpass,de_overpass,2025-10-25T12:14:20.898123,23,"910, Mzinho, Senzu, Techno4K, bLitz","Attacker, JamYoung, Jee, Mercury, Moseyuh",13,10,"910, Mzinho, Senzu, Techno4K, bLitz",1693.6953
7dc59ebc16f48107,tyloo-vs-the-mongolz-m1-mirage,de_mirage,2025-10-25T12:15:07.616451,23,"Attacker, JamYoung, Jee, Mercury, Moseyuh","910, Mzinho, Senzu, Techno4K, bLitz",13,10,"Attacker, JamYoung, Jee, Mercury, Moseyuh",1506.7344
6f424859f9a10b79,virtuspro-vs-astralis-m2-train,de_train,2025-10-25T12:15:57.721642,24,"HooXi, Magisk, Staehr, dev1ce, jabbi","FL1T, ICY, Perfecto, fame, tO0RO",13,11,"HooXi, Magisk, Staehr, dev1ce, jabbi",1599.1953
fae7e8f70725f3b3,virtuspro-vs-astralis-m1-ancient,de_ancient,2025-10-25T12:16:36.082304,20,"FL1T, ICY, Perfecto, fame, tO0RO","HooXi, Magisk, Staehr, dev1ce, jabbi",7,13,"HooXi, Magisk, Staehr, dev1ce, jabbi",1204.7812
937084401c190667,virtus-pro-vs-lynn-vision-m2-train,de_train,2025-10-25T12:17:28.712794,23,"C4LLM3SU3, EmiliaQAQ, Starry, westmelon, z4KR","FL1T, ICY, Perfecto, fame, tO0RO",10,13,"FL1T, ICY, Perfecto, fame, tO0RO",1619.6016
600eb842793f984c,virtus-pro-vs-lynn-vision-m1-dust2,de_dust2,2025-10-25T12:18:51.043678,36,"FL1T, ICY, Perfecto, fame, tO0RO","C4LLM3SU3, EmiliaQAQ, Starry, westmelon, z4KR",19,17,"FL1T, ICY, Perfecto, fame, tO0RO",2681.2578
3bd108ac8e3666ed,faze-vs-g2-m1-inferno,de_inferno,2025-10-25T12:19:41.355818,18,"broky, frozen, jcobbb, karrigan, rain","HeavyGod, MATYS, SunPayus, huNter, malbsMd",5,13,"HeavyGod, MATYS, SunPayus, huNter, malbsMd",1396.2891
de5076d105698824,faze-vs-g2-m2-dust2,de_dust2,2025-10-25T12:20:40.926052,34,"HeavyGod, MATYS, SunPayus, huNter, malbsMd","broky, frozen, jcobbb, karrigan, rain",19,15,"HeavyGod, MATYS, SunPayus, huNter, malbsMd",2035.8047
30ebbe0a9f05a000,furia-vs-g2-m1-inferno,de_inferno,2025-10-25T12:21:28.716663,18,"FalleN, KSCERATO, YEKINDAR, molodoy, yuurih","HeavyGod, MATYS, SunPayus, huNter, malbsMd",5,13,"HeavyGod, MATYS, SunPayus, huNter, malbsMd",1276.9531
2d8724f2a2d1f730,furia-vs-g2-m2-mirage,de_mirage,2025-10-25T12:22:06.661804,18,"HeavyGod, MATYS, SunPayus, huNter, malbsMd","FalleN, KSCERATO, YEKINDAR, molodoy, yuurih",13,5,"HeavyGod, MATYS, SunPayus, huNter, malbsMd",1303.3516
09cbd45181edf557,mouz-vs-m80-m1-ancient,de_ancient,2025-10-25T12:22:53.098615,23,"Brollan, Jimpphat, Spinx, torzsi, xertioN","HexT, Lake, Swisher, s1n, slaxz-",13,10,"Brollan, Jimpphat, Spinx, torzsi, xertioN",1569.6641
c441094a6491038a,mouz-vs-m80-m2-mirage,de_mirage,2025-10-25T12:23:35.547027,22,"HexT, Lake, Swisher, s1n, slaxz-","Brollan, Jimpphat, Spinx, torzsi, xertioN",13,9,"HexT, Lake, Swisher, s1n, slaxz-",1433.1641
64f1449b1272f230,mouz-vs-m80-m3-inferno,de_inferno,2025-10-25T12:24:11.517483,16,"Brollan, Jimpphat, Spinx, torzsi, xertioN","HexT, Lake, Swisher, s1n, slaxz-",13,3,"Brollan, Jimpphat, Spinx, torzsi, xertioN",1160.1016
873e53f5ba091e03,vitality-vs-g2-m1-dust2,de_dust2,2025-10-25T12:24:44.516897,16,"HeavyGod, MATYS, SunPayus, huNter, malbsMd","ZywOo, apEX, flameZ, mezii, ropz",13,3,"HeavyGod, MATYS, SunPayus, huNter, malbsMd",1138.5625
e43ac4953cdd35d0,vitality-vs-g2-m2-mirage,de_mirage,2025-10-25T12:25:20.663407,19,"ZywOo, apEX, flameZ, mezii, ropz","HeavyGod, MATYS, SunPayus, huNter, malbsMd",13,6,"ZywOo, apEX, flameZ, mezii, ropz",1267.4062
038f36b816a02682,vitality-vs-g2-m3-overpass,de_overpass,2025-10-25T12:25:58.945514,19,"HeavyGod, MATYS, SunPayus, huNter, malbsMd","ZywOo, apEX, flameZ, mezii, ropz",6,13,"ZywOo, apEX, flameZ, mezii, ropz",1294.0703
2f5afc1d121000b3,vitality-vs-g2-m4-inferno,de_inferno,2025-10-25T12:27:01.853000,28,"ZywOo, apEX, flameZ, mezii, ropz","HeavyGod, MATYS, SunPayus, huNter, malbsMd",12,16,"HeavyGod, MATYS, SunPayus, huNter, malbsMd",1889.6875
1b0824d160073605,vitality-vs-g2-m5-train,de_train,2025-10-25T12:27:43.026168,19,"HeavyGod, MATYS, SunPayus, huNter, malbsMd","ZywOo, apEX, flameZ, mezii, ropz",13,6,"HeavyGod, MATYS, SunPayus, huNter, malbsMd",1358.875
7b52fc877b393c88,vitality-vs-mouz-m1-mirage,de_mirage,2025-10-25T12:28:22.016378,20,"ZywOo, apEX, flameZ, mezii, ropz","Brollan, Jimpphat, Spinx, torzsi, xertioN",13,7,"ZywOo, apEX, flameZ, mezii, ropz",1321.8359
d076a2f053c88124,vitality-vs-mouz-m2-inferno,de_inferno,2025-10-25T12:29:07.297692,21,"Brollan, Jimpphat, Spinx, torzsi, xertioN","ZywOo, apEX, flameZ, mezii, ropz",8,13,"ZywOo, apEX, flameZ, mezii, ropz",1455.4766
abacdf6ca99637a8,3dmax-vs-falcons-m3-nuke,de_nuke,2025-10-25T12:30:08.533521,29,"Ex3rcice, Graviti, Lucky, Maka, bodyy","NiKo, TeSeS, kyousuke, kyxsan, m0NESY",13,16,"NiKo, TeSeS, kyousuke, kyxsan, m0NESY",1958.9375
be6ba8beca1a8e4e,3dmax-vs-falcons-m2-ancient,de_ancient,2025-10-25T12:30:48.250391,20,"Ex3rcice, Graviti, Lucky, Maka, bodyy","NiKo, TeSeS, kyousuke, kyxsan, m0NESY",7,13,"NiKo, TeSeS, kyousuke, kyxsan, m0NESY",1265.0781
6a51fb8325bd2f55,3dmax-vs-falcons-m1-inferno,de_inferno,2025-10-25T12:31:40.000723,22,"NiKo, TeSeS, kyousuke, kyxsan, m0NESY","Ex3rcice, Graviti, Lucky, Maka, bodyy",9,13,"Ex3rcice, Graviti, Lucky, Maka, bodyy",1610.7578
2d867523014927f3,3dmax-vs-mouz-m2-overpass,de_overpass,2025-10-25T12:32:25.562306,21,"Ex3rcice, Graviti, Lucky, Maka, bodyy","Brollan, Jimpphat, Spinx, torzsi, xertioN",8,13,"Brollan, Jimpphat, Spinx, torzsi, xertioN",1506.1797
f7fd81ad7d6449f4,3dmax-vs-mouz-m1-inferno-p2,de_inferno,2025-10-25T12:32:36.990287,3,"Ex3rcice, Graviti, Lucky, Maka, bodyy","Brollan, Jimpphat, Spinx, torzsi, xertioN",1,2,"Brollan, Jimpphat, Spinx, torzsi, xertioN",231.25781
9aef104b020ab276,3dmax-vs-mouz-m1-inferno-p1,de_inferno,2025-10-25T12:33:09.026382,15,"Brollan, Jimpphat, Spinx, torzsi, xertioN","Ex3rcice, Graviti, Lucky, Maka, bodyy",11,4,"Brollan, Jimpphat, Spinx, torzsi, xertioN",1066.3438
a0d40d7d3da6125e,3dmax-vs-natus-vincere-m3-nuke,de_nuke,2025-10-25T12:33:53.699811,21,"Aleksib, b1t, iM, makazze, w0nderful","Ex3rcice, Graviti, Lucky, Maka, bodyy",8,13,"Ex3rcice, Graviti, Lucky, Maka, bodyy",1404.9609
5dec09f9cf038f16,3dmax-vs-natus-vincere-m2-train-p1,de_train,2025-10-25T12:34:41.111260,23,"Ex3rcice, Graviti, Lucky, Maka, bodyy","Aleksib, b1t, iM, makazze, w0nderful",11,12,"Aleksib, b1t, iM, makazze, w0nderful",1480.3516
f06ffaaee95e3722,3dmax-vs-natus-vincere-m1-inferno,de_inferno,2025-10-25T12:35:35.347253,24,"Ex3rcice, Graviti, Lucky, Maka, bodyy","Aleksib, b1t, iM, makazze, w0nderful",13,11,"Ex3rcice, Graviti, Lucky, Maka, bodyy",1626.4531
567cb9c540fbe581,astralis-vs-faze-m2-dust2,de_dust2,2025-10-25T12:36:11.690813,17,"HooXi, Magisk, Staehr, dev1ce, jabbi","Twistzz, broky, frozen, karrigan, rain",4,13,"Twistzz, broky, frozen, karrigan, rain",1098.9922
909bee23ae0fae5d,astralis-vs-faze-m1-ancient,de_ancient,2025-10-25T12:36:50.938582,20,"Twistzz, broky, frozen, karrigan, rain","HooXi, Magisk, Staehr, dev1ce, jabbi",13,7,"Twistzz, broky, frozen, karrigan, rain",1315.7969
da95f0efea5a2903,aurora-vs-astralis-m3-overpass,de_overpass,2025-10-25T12:37:40.474754,22,"HooXi, Magisk, Staehr, dev1ce, jabbi","MAJ3R, Wicadia, XANTARES, jottAAA, woxic",9,13,"MAJ3R, Wicadia, XANTARES, jottAAA, woxic",1592.1406
72de08a00dbbaac4,aurora-vs-astralis-m2-train,de_train,2025-10-25T12:38:23.766563,22,"HooXi, Magisk, Staehr, dev1ce, jabbi","MAJ3R, Wicadia, XANTARES, jottAAA, woxic",9,13,"MAJ3R, Wicadia, XANTARES, jottAAA, woxic",1408.2422
8cad0ec271a0e972,aurora-vs-astralis-m1-nuke,de_nuke,2025-10-25T12:39:08.210351,21,"MAJ3R, Wicadia, XANTARES, jottAAA, woxic","HooXi, Magisk, Staehr, dev1ce, jabbi",8,13,"HooXi, Magisk, Staehr, dev1ce, jabbi",1473.4844
9c27ca52981d86cc,aurora-vs-faze-m3-dust2,de_dust2,2025-10-25T12:39:58.691453,23,"MAJ3R, Wicadia, XANTARES, jottAAA, woxic","Twistzz, broky, frozen, karrigan, rain",10,13,"Twistzz, broky, frozen, karrigan, rain",1549.7578
abcc92ec90ec4e76,aurora-vs-faze-m2-train,de_train,2025-10-25T12:40:27.249020,15,"Twistzz, broky, frozen, karrigan, rain","MAJ3R, Wicadia, XANTARES, jottAAA, woxic",2,13,"MAJ3R, Wicadia, XANTARES, jottAAA, woxic",871.5547
